row.names.df_params.	ModePrior_1	MAP_1	MaxL_1	MeanPost_1	VarPost_1	CVPost_1	MinPost_1	MaxPost_1	ModePrior_2	MAP_2	MaxL_2	MeanPost_2	VarPost_2	CVPost_2	MinPost_2	MaxPost_2	ModePrior_3	MAP_3	MaxL_3	MeanPost_3	VarPost_3	CVPost_3	MinPost_3	MaxPost_3	ModePrior_4	MAP_4	MaxL_4	MeanPost_4	VarPost_4	CVPost_4	MinPost_4	MaxPost_4	ModePrior_5	MAP_5	MaxL_5	MeanPost_5	VarPost_5	CVPost_5	MinPost_5	MaxPost_5	ModePrior_6	MAP_6	MaxL_6	MeanPost_6	VarPost_6	CVPost_6	MinPost_6	MaxPost_6	ModePrior_7	MAP_7	MaxL_7	MeanPost_7	VarPost_7	CVPost_7	MinPost_7	MaxPost_7	ModePrior_8	MAP_8	MaxL_8	MeanPost_8	VarPost_8	CVPost_8	MinPost_8	MaxPost_8	ModePrior_9	MAP_9	MaxL_9	MeanPost_9	VarPost_9	CVPost_9	MinPost_9	MaxPost_9
CSTAVM	0.1	0.05109	0.04999	0.07826	0.0005924	0.311	0.02623	0.1516	0.1	0.05109	0.04999	0.07826	0.0005924	0.311	0.02623	0.1516	0.1	0.05109	0.04999	0.07826	0.0005924	0.311	0.02623	0.1516	0.1	0.05109	0.04999	0.07826	0.0005924	0.311	0.02623	0.1516	0.1	0.05109	0.04999	0.07826	0.0005924	0.311	0.02623	0.1516	0.1	0.05109	0.04999	0.07826	0.0005924	0.311	0.02623	0.1516	0.1	0.05109	0.04999	0.07826	0.0005924	0.311	0.02623	0.1516	0.1	0.05109	0.04999	0.07826	0.0005924	0.311	0.02623	0.1516	0.1	0.05109	0.04999	0.07826	0.0005924	0.311	0.02623	0.1516
DAYLB	0.4	0.2381	0.2353	0.2462	0.004194	0.263	0.06072	0.4411	0.4	0.2381	0.2353	0.2462	0.004194	0.263	0.06072	0.4411	0.4	0.2381	0.2353	0.2462	0.004194	0.263	0.06072	0.4411	0.4	0.2381	0.2353	0.2462	0.004194	0.263	0.06072	0.4411	0.4	0.2381	0.2353	0.2462	0.004194	0.263	0.06072	0.4411	0.4	0.2381	0.2353	0.2462	0.004194	0.263	0.06072	0.4411	0.4	0.2381	0.2353	0.2462	0.004194	0.263	0.06072	0.4411	0.4	0.2381	0.2353	0.2462	0.004194	0.263	0.06072	0.4411	0.4	0.2381	0.2353	0.2462	0.004194	0.263	0.06072	0.4411
DAYLP	0.55	0.5915	0.575	0.66	0.009827	0.1502	0.5002	0.9165	0.55	0.5915	0.575	0.66	0.009827	0.1502	0.5002	0.9165	0.55	0.5915	0.575	0.66	0.009827	0.1502	0.5002	0.9165	0.55	0.5915	0.575	0.66	0.009827	0.1502	0.5002	0.9165	0.55	0.5915	0.575	0.66	0.009827	0.1502	0.5002	0.9165	0.55	0.5915	0.575	0.66	0.009827	0.1502	0.5002	0.9165	0.55	0.5915	0.575	0.66	0.009827	0.1502	0.5002	0.9165	0.55	0.5915	0.575	0.66	0.009827	0.1502	0.5002	0.9165	0.55	0.5915	0.575	0.66	0.009827	0.1502	0.5002	0.9165
DLMXGE	0.6	0.6971	0.6999	0.715	0.003826	0.08651	0.5533	0.8632	0.6	0.6971	0.6999	0.715	0.003826	0.08651	0.5533	0.8632	0.6	0.6971	0.6999	0.715	0.003826	0.08651	0.5533	0.8632	0.6	0.6971	0.6999	0.715	0.003826	0.08651	0.5533	0.8632	0.6	0.6971	0.6999	0.715	0.003826	0.08651	0.5533	0.8632	0.6	0.6971	0.6999	0.715	0.003826	0.08651	0.5533	0.8632	0.6	0.6971	0.6999	0.715	0.003826	0.08651	0.5533	0.8632	0.6	0.6971	0.6999	0.715	0.003826	0.08651	0.5533	0.8632	0.6	0.6971	0.6999	0.715	0.003826	0.08651	0.5533	0.8632
FSLAMIN	0.5	0.7249	0.7325	0.6033	0.01069	0.1714	0.4076	0.8537	0.5	0.7249	0.7325	0.6033	0.01069	0.1714	0.4076	0.8537	0.5	0.7249	0.7325	0.6033	0.01069	0.1714	0.4076	0.8537	0.5	0.7249	0.7325	0.6033	0.01069	0.1714	0.4076	0.8537	0.5	0.7249	0.7325	0.6033	0.01069	0.1714	0.4076	0.8537	0.5	0.7249	0.7325	0.6033	0.01069	0.1714	0.4076	0.8537	0.5	0.7249	0.7325	0.6033	0.01069	0.1714	0.4076	0.8537	0.5	0.7249	0.7325	0.6033	0.01069	0.1714	0.4076	0.8537	0.5	0.7249	0.7325	0.6033	0.01069	0.1714	0.4076	0.8537
FSMAX	0.7	0.6414	0.6401	0.6711	0.001613	0.05985	0.6048	0.7908	0.7	0.6414	0.6401	0.6711	0.001613	0.05985	0.6048	0.7908	0.7	0.6414	0.6401	0.6711	0.001613	0.05985	0.6048	0.7908	0.7	0.6414	0.6401	0.6711	0.001613	0.05985	0.6048	0.7908	0.7	0.6414	0.6401	0.6711	0.001613	0.05985	0.6048	0.7908	0.7	0.6414	0.6401	0.6711	0.001613	0.05985	0.6048	0.7908	0.7	0.6414	0.6401	0.6711	0.001613	0.05985	0.6048	0.7908	0.7	0.6414	0.6401	0.6711	0.001613	0.05985	0.6048	0.7908	0.7	0.6414	0.6401	0.6711	0.001613	0.05985	0.6048	0.7908
HAGERE	0.8	0.6692	0.667	0.7695	0.004502	0.0872	0.6062	0.8966	0.8	0.6692	0.667	0.7695	0.004502	0.0872	0.6062	0.8966	0.8	0.6692	0.667	0.7695	0.004502	0.0872	0.6062	0.8966	0.8	0.6692	0.667	0.7695	0.004502	0.0872	0.6062	0.8966	0.8	0.6692	0.667	0.7695	0.004502	0.0872	0.6062	0.8966	0.8	0.6692	0.667	0.7695	0.004502	0.0872	0.6062	0.8966	0.8	0.6692	0.667	0.7695	0.004502	0.0872	0.6062	0.8966	0.8	0.6692	0.667	0.7695	0.004502	0.0872	0.6062	0.8966	0.8	0.6692	0.667	0.7695	0.004502	0.0872	0.6062	0.8966
KLAI	0.6	0.7804	0.7849	0.6586	0.01011	0.1526	0.3697	0.8876	0.6	0.7804	0.7849	0.6586	0.01011	0.1526	0.3697	0.8876	0.6	0.7804	0.7849	0.6586	0.01011	0.1526	0.3697	0.8876	0.6	0.7804	0.7849	0.6586	0.01011	0.1526	0.3697	0.8876	0.6	0.7804	0.7849	0.6586	0.01011	0.1526	0.3697	0.8876	0.6	0.7804	0.7849	0.6586	0.01011	0.1526	0.3697	0.8876	0.6	0.7804	0.7849	0.6586	0.01011	0.1526	0.3697	0.8876	0.6	0.7804	0.7849	0.6586	0.01011	0.1526	0.3697	0.8876	0.6	0.7804	0.7849	0.6586	0.01011	0.1526	0.3697	0.8876
LAICR	2.5	3.284	3.278	2.708	0.2082	0.1685	2.012	3.413	2.5	3.284	3.278	2.708	0.2082	0.1685	2.012	3.413	2.5	3.284	3.278	2.708	0.2082	0.1685	2.012	3.413	2.5	3.284	3.278	2.708	0.2082	0.1685	2.012	3.413	2.5	3.284	3.278	2.708	0.2082	0.1685	2.012	3.413	2.5	3.284	3.278	2.708	0.2082	0.1685	2.012	3.413	2.5	3.284	3.278	2.708	0.2082	0.1685	2.012	3.413	2.5	3.284	3.278	2.708	0.2082	0.1685	2.012	3.413	2.5	3.284	3.278	2.708	0.2082	0.1685	2.012	3.413
LAIEFT	0.183	0.1257	0.1182	0.1918	0.002761	0.2739	0.1029	0.3534	0.183	0.1257	0.1182	0.1918	0.002761	0.2739	0.1029	0.3534	0.183	0.1257	0.1182	0.1918	0.002761	0.2739	0.1029	0.3534	0.183	0.1257	0.1182	0.1918	0.002761	0.2739	0.1029	0.3534	0.183	0.1257	0.1182	0.1918	0.002761	0.2739	0.1029	0.3534	0.183	0.1257	0.1182	0.1918	0.002761	0.2739	0.1029	0.3534	0.183	0.1257	0.1182	0.1918	0.002761	0.2739	0.1029	0.3534	0.183	0.1257	0.1182	0.1918	0.002761	0.2739	0.1029	0.3534	0.183	0.1257	0.1182	0.1918	0.002761	0.2739	0.1029	0.3534
LAITIL	0.867	0.7769	0.787	0.7962	0.01091	0.1312	0.6009	0.9897	0.867	0.7769	0.787	0.7962	0.01091	0.1312	0.6009	0.9897	0.867	0.7769	0.787	0.7962	0.01091	0.1312	0.6009	0.9897	0.867	0.7769	0.787	0.7962	0.01091	0.1312	0.6009	0.9897	0.867	0.7769	0.787	0.7962	0.01091	0.1312	0.6009	0.9897	0.867	0.7769	0.787	0.7962	0.01091	0.1312	0.6009	0.9897	0.867	0.7769	0.787	0.7962	0.01091	0.1312	0.6009	0.9897	0.867	0.7769	0.787	0.7962	0.01091	0.1312	0.6009	0.9897	0.867	0.7769	0.787	0.7962	0.01091	0.1312	0.6009	0.9897
LFWIDG	0.003	0.002901	0.002687	0.006414	2.857e-06	0.2635	0.002016	0.01132	0.003	0.002901	0.002687	0.006414	2.857e-06	0.2635	0.002016	0.01132	0.003	0.002901	0.002687	0.006414	2.857e-06	0.2635	0.002016	0.01132	0.003	0.002901	0.002687	0.006414	2.857e-06	0.2635	0.002016	0.01132	0.003	0.002901	0.002687	0.006414	2.857e-06	0.2635	0.002016	0.01132	0.003	0.002901	0.002687	0.006414	2.857e-06	0.2635	0.002016	0.01132	0.003	0.002901	0.002687	0.006414	2.857e-06	0.2635	0.002016	0.01132	0.003	0.002901	0.002687	0.006414	2.857e-06	0.2635	0.002016	0.01132	0.003	0.002901	0.002687	0.006414	2.857e-06	0.2635	0.002016	0.01132
LFWIDV	0.003	0.003226	0.003145	0.003386	6.082e-07	0.2303	0.002003	0.0121	0.003	0.003226	0.003145	0.003386	6.082e-07	0.2303	0.002003	0.0121	0.003	0.003226	0.003145	0.003386	6.082e-07	0.2303	0.002003	0.0121	0.003	0.003226	0.003145	0.003386	6.082e-07	0.2303	0.002003	0.0121	0.003	0.003226	0.003145	0.003386	6.082e-07	0.2303	0.002003	0.0121	0.003	0.003226	0.003145	0.003386	6.082e-07	0.2303	0.002003	0.0121	0.003	0.003226	0.003145	0.003386	6.082e-07	0.2303	0.002003	0.0121	0.003	0.003226	0.003145	0.003386	6.082e-07	0.2303	0.002003	0.0121	0.003	0.003226	0.003145	0.003386	6.082e-07	0.2303	0.002003	0.0121
NELLVM	1.3	1.3	1.3	1.3	0	0	1.3	1.3	1.3	1.3	1.3	1.3	0	0	1.3	1.3	1.3	1.3	1.3	1.3	0	0	1.3	1.3	1.3	1.3	1.3	1.3	0	0	1.3	1.3	1.3	1.3	1.3	1.3	0	0	1.3	1.3	1.3	1.3	1.3	1.3	0	0	1.3	1.3	1.3	1.3	1.3	1.3	0	0	1.3	1.3	1.3	1.3	1.3	1.3	0	0	1.3	1.3	1.3	1.3	1.3	1.3	0	0	1.3	1.3
PHENCR	0.6	0.3428	0.3204	0.5895	0.01265	0.1908	0.2587	0.9649	0.6	0.3428	0.3204	0.5895	0.01265	0.1908	0.2587	0.9649	0.6	0.3428	0.3204	0.5895	0.01265	0.1908	0.2587	0.9649	0.6	0.3428	0.3204	0.5895	0.01265	0.1908	0.2587	0.9649	0.6	0.3428	0.3204	0.5895	0.01265	0.1908	0.2587	0.9649	0.6	0.3428	0.3204	0.5895	0.01265	0.1908	0.2587	0.9649	0.6	0.3428	0.3204	0.5895	0.01265	0.1908	0.2587	0.9649	0.6	0.3428	0.3204	0.5895	0.01265	0.1908	0.2587	0.9649	0.6	0.3428	0.3204	0.5895	0.01265	0.1908	0.2587	0.9649
PHY	100	115.9	116.5	96.97	264.2	0.1676	47.08	127.8	100	115.9	116.5	96.97	264.2	0.1676	47.08	127.8	100	115.9	116.5	96.97	264.2	0.1676	47.08	127.8	100	115.9	116.5	96.97	264.2	0.1676	47.08	127.8	100	115.9	116.5	96.97	264.2	0.1676	47.08	127.8	100	115.9	116.5	96.97	264.2	0.1676	47.08	127.8	100	115.9	116.5	96.97	264.2	0.1676	47.08	127.8	100	115.9	116.5	96.97	264.2	0.1676	47.08	127.8	100	115.9	116.5	96.97	264.2	0.1676	47.08	127.8
RDRSCO	0.03	0.04982	0.0461	0.07502	0.0005347	0.3083	0.01015	0.1408	0.03	0.04982	0.0461	0.07502	0.0005347	0.3083	0.01015	0.1408	0.03	0.04982	0.0461	0.07502	0.0005347	0.3083	0.01015	0.1408	0.03	0.04982	0.0461	0.07502	0.0005347	0.3083	0.01015	0.1408	0.03	0.04982	0.0461	0.07502	0.0005347	0.3083	0.01015	0.1408	0.03	0.04982	0.0461	0.07502	0.0005347	0.3083	0.01015	0.1408	0.03	0.04982	0.0461	0.07502	0.0005347	0.3083	0.01015	0.1408	0.03	0.04982	0.0461	0.07502	0.0005347	0.3083	0.01015	0.1408	0.03	0.04982	0.0461	0.07502	0.0005347	0.3083	0.01015	0.1408
RDRSMX	0.09	0.07665	0.07622	0.08187	0.0004638	0.2631	0.03482	0.1455	0.09	0.07665	0.07622	0.08187	0.0004638	0.2631	0.03482	0.1455	0.09	0.07665	0.07622	0.08187	0.0004638	0.2631	0.03482	0.1455	0.09	0.07665	0.07622	0.08187	0.0004638	0.2631	0.03482	0.1455	0.09	0.07665	0.07622	0.08187	0.0004638	0.2631	0.03482	0.1455	0.09	0.07665	0.07622	0.08187	0.0004638	0.2631	0.03482	0.1455	0.09	0.07665	0.07622	0.08187	0.0004638	0.2631	0.03482	0.1455	0.09	0.07665	0.07622	0.08187	0.0004638	0.2631	0.03482	0.1455	0.09	0.07665	0.07622	0.08187	0.0004638	0.2631	0.03482	0.1455
RDRTEM	0.001	0.001108	0.001098	0.001075	6.996e-08	0.2461	0.0005266	0.00191	0.001	0.001108	0.001098	0.001075	6.996e-08	0.2461	0.0005266	0.00191	0.001	0.001108	0.001098	0.001075	6.996e-08	0.2461	0.0005266	0.00191	0.001	0.001108	0.001098	0.001075	6.996e-08	0.2461	0.0005266	0.00191	0.001	0.001108	0.001098	0.001075	6.996e-08	0.2461	0.0005266	0.00191	0.001	0.001108	0.001098	0.001075	6.996e-08	0.2461	0.0005266	0.00191	0.001	0.001108	0.001098	0.001075	6.996e-08	0.2461	0.0005266	0.00191	0.001	0.001108	0.001098	0.001075	6.996e-08	0.2461	0.0005266	0.00191	0.001	0.001108	0.001098	0.001075	6.996e-08	0.2461	0.0005266	0.00191
RGENMX	0.01	0.01428	0.01412	0.01194	6.94e-06	0.2207	0.003634	0.01828	0.01	0.01428	0.01412	0.01194	6.94e-06	0.2207	0.003634	0.01828	0.01	0.01428	0.01412	0.01194	6.94e-06	0.2207	0.003634	0.01828	0.01	0.01428	0.01412	0.01194	6.94e-06	0.2207	0.003634	0.01828	0.01	0.01428	0.01412	0.01194	6.94e-06	0.2207	0.003634	0.01828	0.01	0.01428	0.01412	0.01194	6.94e-06	0.2207	0.003634	0.01828	0.01	0.01428	0.01412	0.01194	6.94e-06	0.2207	0.003634	0.01828	0.01	0.01428	0.01412	0.01194	6.94e-06	0.2207	0.003634	0.01828	0.01	0.01428	0.01412	0.01194	6.94e-06	0.2207	0.003634	0.01828
ROOTDM	0.2	0.247	0.2481	0.296	0.004989	0.2386	0.1137	0.542	0.2	0.247	0.2481	0.296	0.004989	0.2386	0.1137	0.542	0.2	0.247	0.2481	0.296	0.004989	0.2386	0.1137	0.542	0.2	0.4211	0.4215	0.434	0.00288	0.1237	0.1477	0.5604	0.2	0.4211	0.4215	0.434	0.00288	0.1237	0.1477	0.5604	0.2	0.4211	0.4215	0.434	0.00288	0.1237	0.1477	0.5604	0.2	0.4812	0.4924	0.4328	0.005611	0.1731	0.141	0.5809	0.2	0.4812	0.4924	0.4328	0.005611	0.1731	0.141	0.5809	0.2	0.4812	0.4924	0.4328	0.005611	0.1731	0.141	0.5809
RRDMAX	0.0101	0.0101	0.0101	0.0101	0	0	0.0101	0.0101	0.0101	0.0101	0.0101	0.0101	0	0	0.0101	0.0101	0.0101	0.0101	0.0101	0.0101	0	0	0.0101	0.0101	0.0101	0.0101	0.0101	0.0101	0	0	0.0101	0.0101	0.0101	0.0101	0.0101	0.0101	0	0	0.0101	0.0101	0.0101	0.0101	0.0101	0.0101	0	0	0.0101	0.0101	0.0101	0.0101	0.0101	0.0101	0	0	0.0101	0.0101	0.0101	0.0101	0.0101	0.0101	0	0	0.0101	0.0101	0.0101	0.0101	0.0101	0.0101	0	0	0.0101	0.0101
RUBISC	2.7	5.2	5.167	5.264	0.7835	0.1681	1.169	7.774	2.7	5.2	5.167	5.264	0.7835	0.1681	1.169	7.774	2.7	5.2	5.167	5.264	0.7835	0.1681	1.169	7.774	2.7	5.2	5.167	5.264	0.7835	0.1681	1.169	7.774	2.7	5.2	5.167	5.264	0.7835	0.1681	1.169	7.774	2.7	5.2	5.167	5.264	0.7835	0.1681	1.169	7.774	2.7	5.2	5.167	5.264	0.7835	0.1681	1.169	7.774	2.7	5.2	5.167	5.264	0.7835	0.1681	1.169	7.774	2.7	5.2	5.167	5.264	0.7835	0.1681	1.169	7.774
LSHAPE	0.6	0.6	0.6	0.6	0	0	0.6	0.6	0.6	0.6	0.6	0.6	0	0	0.6	0.6	0.6	0.6	0.6	0.6	0	0	0.6	0.6	0.6	0.6	0.6	0.6	0	0	0.6	0.6	0.6	0.6	0.6	0.6	0	0	0.6	0.6	0.6	0.6	0.6	0.6	0	0	0.6	0.6	0.6	0.6	0.6	0.6	0	0	0.6	0.6	0.6	0.6	0.6	0.6	0	0	0.6	0.6	0.6	0.6	0.6	0.6	0	0	0.6	0.6
SIMAX1T	0.004	0.003647	0.003621	0.003626	4.713e-07	0.1893	0.002114	0.005035	0.004	0.003647	0.003621	0.003626	4.713e-07	0.1893	0.002114	0.005035	0.004	0.003647	0.003621	0.003626	4.713e-07	0.1893	0.002114	0.005035	0.004	0.003647	0.003621	0.003626	4.713e-07	0.1893	0.002114	0.005035	0.004	0.003647	0.003621	0.003626	4.713e-07	0.1893	0.002114	0.005035	0.004	0.003647	0.003621	0.003626	4.713e-07	0.1893	0.002114	0.005035	0.004	0.003647	0.003621	0.003626	4.713e-07	0.1893	0.002114	0.005035	0.004	0.003647	0.003621	0.003626	4.713e-07	0.1893	0.002114	0.005035	0.004	0.003647	0.003621	0.003626	4.713e-07	0.1893	0.002114	0.005035
SLAMAX	0.03	0.03181	0.03193	0.03179	3.565e-06	0.05938	0.02502	0.03787	0.03	0.03181	0.03193	0.03179	3.565e-06	0.05938	0.02502	0.03787	0.03	0.03181	0.03193	0.03179	3.565e-06	0.05938	0.02502	0.03787	0.03	0.03181	0.03193	0.03179	3.565e-06	0.05938	0.02502	0.03787	0.03	0.03181	0.03193	0.03179	3.565e-06	0.05938	0.02502	0.03787	0.03	0.03181	0.03193	0.03179	3.565e-06	0.05938	0.02502	0.03787	0.03	0.03181	0.03193	0.03179	3.565e-06	0.05938	0.02502	0.03787	0.03	0.03181	0.03193	0.03179	3.565e-06	0.05938	0.02502	0.03787	0.03	0.03181	0.03193	0.03179	3.565e-06	0.05938	0.02502	0.03787
TBASE	4.5	3.557	3.454	4.325	0.4828	0.1607	2.449	5.823	4.5	3.557	3.454	4.325	0.4828	0.1607	2.449	5.823	4.5	3.557	3.454	4.325	0.4828	0.1607	2.449	5.823	4.5	3.557	3.454	4.325	0.4828	0.1607	2.449	5.823	4.5	3.557	3.454	4.325	0.4828	0.1607	2.449	5.823	4.5	3.557	3.454	4.325	0.4828	0.1607	2.449	5.823	4.5	3.557	3.454	4.325	0.4828	0.1607	2.449	5.823	4.5	3.557	3.454	4.325	0.4828	0.1607	2.449	5.823	4.5	3.557	3.454	4.325	0.4828	0.1607	2.449	5.823
TCRES	2	1.739	1.713	2.112	0.0652	0.1209	1.508	3.301	2	1.739	1.713	2.112	0.0652	0.1209	1.508	3.301	2	1.739	1.713	2.112	0.0652	0.1209	1.508	3.301	2	1.739	1.713	2.112	0.0652	0.1209	1.508	3.301	2	1.739	1.713	2.112	0.0652	0.1209	1.508	3.301	2	1.739	1.713	2.112	0.0652	0.1209	1.508	3.301	2	1.739	1.713	2.112	0.0652	0.1209	1.508	3.301	2	1.739	1.713	2.112	0.0652	0.1209	1.508	3.301	2	1.739	1.713	2.112	0.0652	0.1209	1.508	3.301
TOPTGE	22	19.98	19.49	22.74	6.633	0.1133	16.17	28.95	22	19.98	19.49	22.74	6.633	0.1133	16.17	28.95	22	19.98	19.49	22.74	6.633	0.1133	16.17	28.95	22	19.98	19.49	22.74	6.633	0.1133	16.17	28.95	22	19.98	19.49	22.74	6.633	0.1133	16.17	28.95	22	19.98	19.49	22.74	6.633	0.1133	16.17	28.95	22	19.98	19.49	22.74	6.633	0.1133	16.17	28.95	22	19.98	19.49	22.74	6.633	0.1133	16.17	28.95	22	19.98	19.49	22.74	6.633	0.1133	16.17	28.95
TRANCO	8	6.475	6.561	8.534	2.928	0.2005	4.537	13.58	8	6.475	6.561	8.534	2.928	0.2005	4.537	13.58	8	6.475	6.561	8.534	2.928	0.2005	4.537	13.58	8	6.475	6.561	8.534	2.928	0.2005	4.537	13.58	8	6.475	6.561	8.534	2.928	0.2005	4.537	13.58	8	6.475	6.561	8.534	2.928	0.2005	4.537	13.58	8	6.475	6.561	8.534	2.928	0.2005	4.537	13.58	8	6.475	6.561	8.534	2.928	0.2005	4.537	13.58	8	6.475	6.561	8.534	2.928	0.2005	4.537	13.58
